machine_code,unit_number,data_date,event_seq,event_type,jackpot_no,sampled_at_jst,start_count,payout,consumption,delta,cum_games,slump_value
M0001,3075,2026-08-30,47,ART,0,2026-08-30T17:20:00+09:00,1,-2,1.6667,-3.6667,5137,-3886.6667
M0001,3075,2026-08-30,48,BB,31,2026-08-30T17:23:00+09:00,6,167,10.0000,157.0000,5143,-3729.6667
M0001,3075,2026-08-30,49,BB,32,2026-08-30T17:27:00+09:00,12,163,20.0000,143.0000,5155,-3586.6667
M0001,3075,2026-08-30,50,BB,33,2026-08-30T18:00:00+09:00,375,85,625.0000,-540.0000,5530,-4126.6667
M0001,3075,2026-08-30,51,ART,0,2026-08-30T18:00:00+09:00,0,0,0.0000,0.0000,5530,-4126.6667
M0001,3075,2026-08-30,52,BB,34,2026-08-30T18:26:00+09:00,305,79,508.3333,-429.3333,5835,-4556.0000
M0001,3075,2026-08-30,53,ART,0,2026-08-30T18:27:00+09:00,1,-2,1.6667,-3.6667,5836,-4559.6667
M0001,3075,2026-08-30,54,BB,35,2026-08-30T18:47:00+09:00,237,83,395.0000,-312.0000,6073,-4871.6667
M0001,3075,2026-08-30,55,ART,0,2026-08-30T18:48:00+09:00,1,-2,1.6667,-3.6667,6074,-4875.3333
M0001,3075,2026-08-30,56,BB,36,2026-08-30T19:13:00+09:00,285,87,475.0000,-388.0000,6359,-5263.3333
M0001,3075,2026-08-30,57,ART,0,2026-08-30T19:14:00+09:00,1,-2,1.6667,-3.6667,6360,-5267.0000
M0001,3075,2026-08-30,58,BB,37,2026-08-30T19:50:00+09:00,446,85,743.3333,-658.3333,6806,-5925.3333
M0001,3075,2026-08-30,59,ART,0,2026-08-30T19:51:00+09:00,1,0,1.6667,-1.6667,6807,-5927.0000
M0001,3075,2026-08-30,60,BB,38,2026-08-30T19:53:00+09:00,3,459,5.0000,454.0000,6810,-5473.0000
M0001,3075,2026-08-30,61,BB,39,2026-08-30T20:01:00+09:00,12,169,20.0000,149.0000,6822,-5324.0000
M0001,3075,2026-08-30,62,BB,40,2026-08-30T20:55:00+09:00,491,85,818.3333,-733.3333,7313,-6057.3333
M0001,3075,2026-08-30,63,ART,0,2026-08-30T20:56:00+09:00,0,-2,0.0000,-2.0000,7313,-6059.3333
M0001,3075,2026-08-30,64,BB,41,2026-08-30T21:31:00+09:00,407,87,678.3333,-591.3333,7720,-6650.6667
M0001,3075,2026-08-30,65,ART,0,2026-08-30T21:32:00+09:00,1,-2,1.6667,-3.6667,7721,-6654.3333
M0001,3075,2026-08-30,66,BB,42,2026-08-30T21:45:00+09:00,149,87,248.3333,-161.3333,7870,-6815.6667
M0001,3075,2026-08-30,67,ART,0,2026-08-30T21:46:00+09:00,1,-2,1.6667,-3.6667,7871,-6819.3333
M0001,3075,2026-08-30,68,BB,43,2026-08-30T21:48:00+09:00,5,522,8.3333,513.6667,7876,-6305.6667
M0001,3075,2026-08-30,69,BB,44,2026-08-30T21:53:00+09:00,4,167,6.6667,160.3333,7880,-6145.3333
M0001,3075,2026-08-31,1,BB,1,2026-08-31T10:17:00+09:00,122,87,203.3333,-116.3333,122,-116.3333
M0001,3075,2026-08-31,2,ART,0,2026-08-31T10:19:00+09:00,0,-2,0.0000,-2.0000,122,-118.3333
M0001,3075,2026-08-31,3,BB,2,2026-08-31T10:20:00+09:00,5,574,8.3333,565.6667,127,447.3333
M0001,3075,2026-08-31,4,BB,3,2026-08-31T10:27:00+09:00,7,639,11.6667,627.3333,134,1074.6667
M0001,3075,2026-08-31,5,BB,4,2026-08-31T10:58:00+09:00,356,87,593.3333,-506.3333,490,568.3333
M0001,3075,2026-08-31,6,ART,0,2026-08-31T10:58:00+09:00,1,-2,1.6667,-3.6667,491,564.6667
M0001,3075,2026-08-31,7,BB,5,2026-08-31T11:20:00+09:00,290,87,483.3333,-396.3333,781,168.3333
M0001,3075,2026-08-31,8,ART,0,2026-08-31T11:20:00+09:00,1,-2,1.6667,-3.6667,782,164.6667
M0001,3075,2026-08-31,9,BB,6,2026-08-31T11:41:00+09:00,286,79,476.6667,-397.6667,1068,-233.0000
M0001,3075,2026-08-31,10,ART,0,2026-08-31T11:42:00+09:00,1,0,1.6667,-1.6667,1069,-234.6667
M0001,3075,2026-08-31,11,BB,7,2026-08-31T11:43:00+09:00,3,502,5.0000,497.0000,1072,262.3333
M0001,3075,2026-08-31,12,BB,8,2026-08-31T11:48:00+09:00,9,333,15.0000,318.0000,1081,580.3333
M0001,3075,2026-08-31,13,BB,9,2026-08-31T12:53:00+09:00,665,87,1108.3333,-1021.3333,1746,-441.0000
M0001,3075,2026-08-31,14,ART,0,2026-08-31T12:54:00+09:00,0,-2,0.0000,-2.0000,1746,-443.0000
M0001,3075,2026-08-31,15,BB,10,2026-08-31T13:22:00+09:00,356,87,593.3333,-506.3333,2102,-949.3333
M0001,3075,2026-08-31,16,ART,0,2026-08-31T13:23:00+09:00,1,-2,1.6667,-3.6667,2103,-953.0000
M0001,3075,2026-08-31,17,BB,11,2026-08-31T13:24:00+09:00,5,166,8.3333,157.6667,2108,-795.3333
M0001,3075,2026-08-31,18,BB,12,2026-08-31T13:26:00+09:00,12,255,20.0000,235.0000,2120,-560.3333
M0001,3075,2026-08-31,19,BB,13,2026-08-31T14:00:00+09:00,287,85,478.3333,-393.3333,2407,-953.6667
M0001,3075,2026-08-31,20,ART,0,2026-08-31T14:01:00+09:00,0,-2,0.0000,-2.0000,2407,-955.6667
M0001,3075,2026-08-31,21,BB,14,2026-08-31T14:22:00+09:00,283,87,471.6667,-384.6667,2690,-1340.3333
M0001,3075,2026-08-31,22,ART,0,2026-08-31T14:23:00+09:00,1,-2,1.6667,-3.6667,2691,-1344.0000
M0001,3075,2026-08-31,23,BB,15,2026-08-31T14:24:00+09:00,6,250,10.0000,240.0000,2697,-1104.0000
M0001,3075,2026-08-31,24,BB,16,2026-08-31T14:28:00+09:00,10,321,16.6667,304.3333,2707,-799.6667
M0001,3075,2026-08-31,25,BB,17,2026-08-31T14:32:00+09:00,6,467,10.0000,457.0000,2713,-342.6667
M0001,3075,2026-08-31,26,BB,18,2026-08-31T14:38:00+09:00,13,453,21.6667,431.3333,2726,88.6667
M0001,3075,2026-08-31,27,BB,19,2026-08-31T14:45:00+09:00,37,1270,61.6667,1208.3333,2763,1297.0000
M0001,3075,2026-08-31,28,ART,0,2026-08-31T14:55:00+09:00,0,-2,0.0000,-2.0000,2763,1295.0000
M0001,3075,2026-08-31,29,BB,20,2026-08-31T14:57:00+09:00,10,415,16.6667,398.3333,2773,1693.3333
M0001,3075,2026-08-31,30,BB,21,2026-08-31T15:02:00+09:00,7,489,11.6667,477.3333,2780,2170.6667
M0001,3075,2026-08-31,31,BB,22,2026-08-31T15:08:00+09:00,36,1262,60.0000,1202.0000,2816,3372.6667
M0001,3075,2026-08-31,32,ART,0,2026-08-31T15:19:00+09:00,0,-2,0.0000,-2.0000,2816,3370.6667
M0001,3075,2026-08-31,33,BB,23,2026-08-31T15:44:00+09:00,353,83,588.3333,-505.3333,3169,2865.3333
M0001,3075,2026-08-31,34,ART,0,2026-08-31T15:45:00+09:00,1,0,1.6667,-1.6667,3170,2863.6667
M0001,3075,2026-08-31,35,BB,24,2026-08-31T15:46:00+09:00,3,166,5.0000,161.0000,3173,3024.6667
M0001,3075,2026-08-31,36,BB,25,2026-08-31T15:49:00+09:00,8,253,13.3333,239.6667,3181,3264.3333
M0001,3075,2026-08-31,37,BB,26,2026-08-31T15:52:00+09:00,10,573,16.6667,556.3333,3191,3820.6667
M0001,3075,2026-08-31,38,BB,27,2026-08-31T16:02:00+09:00,48,425,80.0000,345.0000,3239,4165.6667
M0001,3075,2026-08-31,39,ART,0,2026-08-31T16:05:00+09:00,0,-2,0.0000,-2.0000,3239,4163.6667
M0001,3075,2026-08-31,40,BB,28,2026-08-31T16:26:00+09:00,287,85,478.3333,-393.3333,3526,3770.3333
M0001,3075,2026-08-31,41,ART,0,2026-08-31T16:27:00+09:00,1,-2,1.6667,-3.6667,3527,3766.6667
M0001,3075,2026-08-31,42,BB,29,2026-08-31T16:29:00+09:00,8,165,13.3333,151.6667,3535,3918.3333
M0001,3075,2026-08-31,43,BB,30,2026-08-31T16:36:00+09:00,81,85,135.0000,-50.0000,3616,3868.3333
M0001,3075,2026-08-31,44,ART,0,2026-08-31T16:38:00+09:00,0,-2,0.0000,-2.0000,3616,3866.3333
M0001,3075,2026-08-31,45,BB,31,2026-08-31T16:53:00+09:00,214,85,356.6667,-271.6667,3830,3594.6667
M0001,3075,2026-08-31,46,ART,0,2026-08-31T16:54:00+09:00,1,-2,1.6667,-3.6667,3831,3591.0000
M0001,3075,2026-08-31,47,BB,32,2026-08-31T17:17:00+09:00,323,233,538.3333,-305.3333,4154,3285.6667
M0001,3075,2026-08-31,48,ART,0,2026-08-31T17:19:00+09:00,1,-2,1.6667,-3.6667,4155,3282.0000
M0001,3075,2026-08-31,49,BB,33,2026-08-31T17:22:00+09:00,10,307,16.6667,290.3333,4165,3572.3333
M0001,3075,2026-08-31,50,BB,34,2026-08-31T17:26:00+09:00,6,251,10.0000,241.0000,4171,3813.3333
M0001,3075,2026-08-31,51,BB,35,2026-08-31T17:29:00+09:00,5,433,8.3333,424.6667,4176,4238.0000
M0001,3075,2026-08-31,52,BB,36,2026-08-31T17:34:00+09:00,12,87,20.0000,67.0000,4188,4305.0000
M0001,3075,2026-08-31,53,BB,37,2026-08-31T18:31:00+09:00,812,87,1353.3333,-1266.3333,5000,3038.6667
M0001,3075,2026-08-31,54,ART,0,2026-08-31T18:32:00+09:00,0,0,0.0000,0.0000,5000,3038.6667
M0001,3075,2026-08-31,55,BB,38,2026-08-31T18:33:00+09:00,5,164,8.3333,155.6667,5005,3194.3333
M0001,3075,2026-08-31,56,BB,39,2026-08-31T18:35:00+09:00,10,171,16.6667,154.3333,5015,3348.6667
M0001,3075,2026-08-31,57,BB,40,2026-08-31T18:56:00+09:00,158,87,263.3333,-176.3333,5173,3172.3333
M0001,3075,2026-08-31,58,ART,0,2026-08-31T18:57:00+09:00,0,0,0.0000,0.0000,5173,3172.3333
M0001,3075,2026-08-31,59,BB,41,2026-08-31T18:58:00+09:00,6,258,10.0000,248.0000,5179,3420.3333
M0001,3075,2026-08-31,60,BB,42,2026-08-31T19:02:00+09:00,11,165,18.3333,146.6667,5190,3567.0000
M0001,3075,2026-08-31,61,BB,43,2026-08-31T19:18:00+09:00,143,85,238.3333,-153.3333,5333,3413.6667
M0001,3075,2026-08-31,62,ART,0,2026-08-31T19:19:00+09:00,0,-2,0.0000,-2.0000,5333,3411.6667
M0001,3075,2026-08-31,63,BB,44,2026-08-31T19:40:00+09:00,285,85,475.0000,-390.0000,5618,3021.6667
M0001,3075,2026-08-31,64,ART,0,2026-08-31T19:41:00+09:00,1,-2,1.6667,-3.6667,5619,3018.0000
M0001,3075,2026-08-31,65,BB,45,2026-08-31T19:43:00+09:00,9,494,15.0000,479.0000,5628,3497.0000
M0001,3075,2026-08-31,66,BB,46,2026-08-31T20:37:00+09:00,681,87,1135.0000,-1048.0000,6309,2449.0000
M0001,3075,2026-08-31,67,ART,0,2026-08-31T20:37:00+09:00,0,-2,0.0000,-2.0000,6309,2447.0000
M0001,3075,2026-08-31,68,BB,47,2026-08-31T20:38:00+09:00,4,243,6.6667,236.3333,6313,2683.3333
M0001,3075,2026-08-31,69,BB,48,2026-08-31T20:42:00+09:00,6,323,10.0000,313.0000,6319,2996.3333
M0001,3075,2026-08-31,70,BB,49,2026-08-31T20:45:00+09:00,6,469,10.0000,459.0000,6325,3455.3333
M0001,3075,2026-08-31,71,BB,50,2026-08-31T20:53:00+09:00,53,449,88.3333,360.6667,6378,3816.0000
M0001,3075,2026-08-31,72,ART,0,2026-08-31T20:57:00+09:00,0,-2,0.0000,-2.0000,6378,3814.0000
M0001,3075,2026-09-01,1,BB,1,2026-09-01T10:58:00+09:00,673,87,1121.6667,-1034.6667,673,-1034.6667
M0001,3075,2026-09-01,2,ART,0,2026-09-01T10:59:00+09:00,0,-2,0.0000,-2.0000,673,-1036.6667
M0001,3075,2026-09-01,3,BB,2,2026-09-01T11:25:00+09:00,301,79,501.6667,-422.6667,974,-1459.3333
M0001,3075,2026-09-01,4,ART,0,2026-09-01T11:26:00+09:00,1,0,1.6667,-1.6667,975,-1461.0000
M0001,3075,2026-09-01,5,BB,3,2026-09-01T11:48:00+09:00,285,85,475.0000,-390.0000,1260,-1851.0000
M0001,3075,2026-09-01,6,ART,0,2026-09-01T11:49:00+09:00,1,-2,1.6667,-3.6667,1261,-1854.6667
M0001,3075,2026-09-01,7,BB,4,2026-09-01T11:51:00+09:00,3,505,5.0000,500.0000,1264,-1354.6667
M0001,3075,2026-09-01,8,BB,5,2026-09-01T11:56:00+09:00,5,417,8.3333,408.6667,1269,-946.0000
M0001,3075,2026-09-01,9,BB,6,2026-09-01T12:02:00+09:00,14,523,23.3333,499.6667,1283,-446.3333
M0001,3075,2026-09-01,10,BB,7,2026-09-01T12:14:00+09:00,5,419,8.3333,410.6667,1288,-35.6667
M0001,3075,2026-09-01,11,BB,8,2026-09-01T12:24:00+09:00,49,492,81.6667,410.3333,1337,374.6667
M0001,3075,2026-09-01,12,ART,0,2026-09-01T12:28:00+09:00,1,12,1.6667,10.3333,1338,385.0000
M0001,3075,2026-09-01,13,BB,9,2026-09-01T12:29:00+09:00,2,635,3.3333,631.6667,1340,1016.6667
M0001,3075,2026-09-01,14,BB,10,2026-09-01T12:38:00+09:00,11,603,18.3333,584.6667,1351,1601.3333
M0001,3075,2026-09-01,15,BB,11,2026-09-01T13:12:00+09:00,342,83,570.0000,-487.0000,1693,1114.3333
M0001,3075,2026-09-01,16,ART,0,2026-09-01T13:13:00+09:00,0,-2,0.0000,-2.0000,1693,1112.3333
M0001,3075,2026-09-01,17,BB,12,2026-09-01T13:26:00+09:00,148,87,246.6667,-159.6667,1841,952.6667
M0001,3075,2026-09-01,18,ART,0,2026-09-01T13:27:00+09:00,1,-2,1.6667,-3.6667,1842,949.0000
M0001,3075,2026-09-01,19,BB,13,2026-09-01T13:29:00+09:00,7,160,11.6667,148.3333,1849,1097.3333
M0001,3075,2026-09-01,20,BB,14,2026-09-01T14:00:00+09:00,356,81,593.3333,-512.3333,2205,585.0000
M0001,3075,2026-09-01,21,ART,0,2026-09-01T14:01:00+09:00,0,-2,0.0000,-2.0000,2205,583.0000
M0001,3075,2026-09-01,22,BB,15,2026-09-01T14:23:00+09:00,267,85,445.0000,-360.0000,2472,223.0000
M0001,3075,2026-09-01,23,ART,0,2026-09-01T14:24:00+09:00,1,-2,1.6667,-3.6667,2473,219.3333
M0001,3075,2026-09-01,24,BB,16,2026-09-01T14:25:00+09:00,5,400,8.3333,391.6667,2478,611.0000
M0001,3075,2026-09-01,25,BB,17,2026-09-01T14:31:00+09:00,11,171,18.3333,152.6667,2489,763.6667
M0001,3075,2026-09-01,26,BB,18,2026-09-01T14:33:00+09:00,5,401,8.3333,392.6667,2494,1156.3333
M0001,3075,2026-09-01,27,BB,19,2026-09-01T14:39:00+09:00,12,509,20.0000,489.0000,2506,1645.3333
M0001,3075,2026-09-01,28,BB,20,2026-09-01T14:46:00+09:00,5,569,8.3333,560.6667,2511,2206.0000
M0001,3075,2026-09-01,29,BB,21,2026-09-01T14:55:00+09:00,38,507,63.3333,443.6667,2549,2649.6667
M0001,3075,2026-09-01,30,ART,0,2026-09-01T15:00:00+09:00,0,-2,0.0000,-2.0000,2549,2647.6667
M0001,3075,2026-09-01,31,BB,22,2026-09-01T15:01:00+09:00,5,429,8.3333,420.6667,2554,3068.3333
M0001,3075,2026-09-01,32,BB,23,2026-09-01T15:07:00+09:00,12,497,20.0000,477.0000,2566,3545.3333
M0001,3075,2026-09-01,33,BB,24,2026-09-01T15:14:00+09:00,11,465,18.3333,446.6667,2577,3992.0000
M0001,3075,2026-09-01,34,BB,25,2026-09-01T15:26:00+09:00,10,579,16.6667,562.3333,2587,4554.3333
M0001,3075,2026-09-01,35,BB,26,2026-09-01T15:36:00+09:00,44,391,73.3333,317.6667,2631,4872.0000
M0001,3075,2026-09-01,36,ART,0,2026-09-01T15:42:00+09:00,0,-2,0.0000,-2.0000,2631,4870.0000
M0001,3075,2026-09-01,37,BB,27,2026-09-01T15:43:00+09:00,4,487,6.6667,480.3333,2635,5350.3333
M0001,3075,2026-09-01,38,BB,28,2026-09-01T16:03:00+09:00,168,85,280.0000,-195.0000,2803,5155.3333
M0001,3075,2026-09-01,39,ART,0,2026-09-01T16:04:00+09:00,0,-2,0.0000,-2.0000,2803,5153.3333
M0001,3075,2026-09-01,40,BB,29,2026-09-01T16:09:00+09:00,51,87,85.0000,2.0000,2854,5155.3333
M0001,3075,2026-09-01,41,ART,0,2026-09-01T16:10:00+09:00,1,-2,1.6667,-3.6667,2855,5151.6667
M0001,3075,2026-09-01,42,BB,30,2026-09-01T16:29:00+09:00,242,83,403.3333,-320.3333,3097,4831.3333
M0001,3075,2026-09-01,43,ART,0,2026-09-01T16:30:00+09:00,1,-2,1.6667,-3.6667,3098,4827.6667
