machine_code,unit_number,data_date,kind,event_seq,event_type,sampled_at_jst,start_count,payout,consumption,delta,cum_games,slump_value
M0001,3075,2026-08-15,post_payout,58,ART,2026-08-15T20:38:00+09:00,1,-2,1.6667,-3.6667,7054,-5927.6667
M0001,3075,2026-08-15,pre_payout,59,BB,2026-08-15T20:58:00+09:00,281,85,468.3333,-383.3333,7335,-6396.0000
M0001,3075,2026-08-15,post_payout,59,BB,2026-08-15T20:58:00+09:00,281,85,468.3333,-383.3333,7335,-6311.0000
M0001,3075,2026-08-15,pre_payout,60,ART,2026-08-15T20:59:00+09:00,1,-2,1.6667,-3.6667,7336,-6312.6667
M0001,3075,2026-08-15,post_payout,60,ART,2026-08-15T20:59:00+09:00,1,-2,1.6667,-3.6667,7336,-6314.6667
M0001,3075,2026-08-15,pre_payout,61,BB,2026-08-15T21:00:00+09:00,6,168,10.0000,158.0000,7342,-6324.6667
M0001,3075,2026-08-15,post_payout,61,BB,2026-08-15T21:00:00+09:00,6,168,10.0000,158.0000,7342,-6156.6667
M0001,3075,2026-08-15,pre_payout,62,BB,2026-08-15T21:03:00+09:00,8,323,13.3333,309.6667,7350,-6170.0000
M0001,3075,2026-08-15,post_payout,62,BB,2026-08-15T21:03:00+09:00,8,323,13.3333,309.6667,7350,-5847.0000
M0001,3075,2026-08-15,pre_payout,63,BB,2026-08-15T21:07:00+09:00,7,445,11.6667,433.3333,7357,-5858.6667
M0001,3075,2026-08-15,post_payout,63,BB,2026-08-15T21:07:00+09:00,7,445,11.6667,433.3333,7357,-5413.6667
M0001,3075,2026-08-15,pre_payout,64,BB,2026-08-15T21:12:00+09:00,9,437,15.0000,422.0000,7366,-5428.6667
M0001,3075,2026-08-15,post_payout,64,BB,2026-08-15T21:12:00+09:00,9,437,15.0000,422.0000,7366,-4991.6667
M0001,3075,2026-08-15,pre_payout,65,BB,2026-08-15T21:18:00+09:00,40,461,66.6667,394.3333,7406,-5058.3333
M0001,3075,2026-08-15,post_payout,65,BB,2026-08-15T21:18:00+09:00,40,461,66.6667,394.3333,7406,-4597.3333
M0001,3075,2026-08-15,pre_payout,66,ART,2026-08-15T21:22:00+09:00,0,-2,0.0000,-2.0000,7406,-4597.3333
M0001,3075,2026-08-15,post_payout,66,ART,2026-08-15T21:22:00+09:00,0,-2,0.0000,-2.0000,7406,-4599.3333
M0001,3075,2026-08-15,eod_remaining,,,2026-08-15T22:41:53+09:00,10,0,16.6667,-16.6667,7416,-4616.0000
M0001,3075,2026-08-16,origin,,,2026-08-16T10:14:00+09:00,0,0,0.0000,0.0000,0,0.0000
M0001,3075,2026-08-16,pre_payout,1,BB,2026-08-16T10:14:00+09:00,125,87,208.3333,-121.3333,125,-208.3333
M0001,3075,2026-08-16,post_payout,1,BB,2026-08-16T10:14:00+09:00,125,87,208.3333,-121.3333,125,-121.3333
M0001,3075,2026-08-16,pre_payout,2,ART,2026-08-16T10:15:00+09:00,0,-2,0.0000,-2.0000,125,-121.3333
M0001,3075,2026-08-16,post_payout,2,ART,2026-08-16T10:15:00+09:00,0,-2,0.0000,-2.0000,125,-123.3333
M0001,3075,2026-08-16,pre_payout,3,BB,2026-08-16T10:16:00+09:00,11,578,18.3333,559.6667,136,-141.6667
M0001,3075,2026-08-16,post_payout,3,BB,2026-08-16T10:16:00+09:00,11,578,18.3333,559.6667,136,436.3333
M0001,3075,2026-08-16,pre_payout,4,BB,2026-08-16T10:40:00+09:00,252,87,420.0000,-333.0000,388,16.3333
M0001,3075,2026-08-16,post_payout,4,BB,2026-08-16T10:40:00+09:00,252,87,420.0000,-333.0000,388,103.3333
M0001,3075,2026-08-16,pre_payout,5,ART,2026-08-16T10:40:00+09:00,1,-2,1.6667,-3.6667,389,101.6667
M0001,3075,2026-08-16,post_payout,5,ART,2026-08-16T10:40:00+09:00,1,-2,1.6667,-3.6667,389,99.6667
M0001,3075,2026-08-16,pre_payout,6,BB,2026-08-16T10:42:00+09:00,6,262,10.0000,252.0000,395,89.6667
M0001,3075,2026-08-16,post_payout,6,BB,2026-08-16T10:42:00+09:00,6,262,10.0000,252.0000,395,351.6667
M0001,3075,2026-08-16,pre_payout,7,BB,2026-08-16T10:45:00+09:00,11,167,18.3333,148.6667,406,333.3333
M0001,3075,2026-08-16,post_payout,7,BB,2026-08-16T10:45:00+09:00,11,167,18.3333,148.6667,406,500.3333
M0001,3075,2026-08-16,pre_payout,8,BB,2026-08-16T10:48:00+09:00,7,321,11.6667,309.3333,413,488.6667
M0001,3075,2026-08-16,post_payout,8,BB,2026-08-16T10:48:00+09:00,7,321,11.6667,309.3333,413,809.6667
M0001,3075,2026-08-16,pre_payout,9,BB,2026-08-16T10:52:00+09:00,13,85,21.6667,63.3333,426,788.0000
M0001,3075,2026-08-16,post_payout,9,BB,2026-08-16T10:52:00+09:00,13,85,21.6667,63.3333,426,873.0000
M0001,3075,2026-08-16,pre_payout,10,BB,2026-08-16T11:23:00+09:00,426,87,710.0000,-623.0000,852,163.0000
M0001,3075,2026-08-16,post_payout,10,BB,2026-08-16T11:23:00+09:00,426,87,710.0000,-623.0000,852,250.0000
M0001,3075,2026-08-16,pre_payout,11,ART,2026-08-16T11:23:00+09:00,1,-2,1.6667,-3.6667,853,248.3333
M0001,3075,2026-08-16,post_payout,11,ART,2026-08-16T11:23:00+09:00,1,-2,1.6667,-3.6667,853,246.3333
M0001,3075,2026-08-16,pre_payout,12,BB,2026-08-16T12:04:00+09:00,569,87,948.3333,-861.3333,1422,-702.0000
M0001,3075,2026-08-16,post_payout,12,BB,2026-08-16T12:04:00+09:00,569,87,948.3333,-861.3333,1422,-615.0000
M0001,3075,2026-08-16,pre_payout,13,ART,2026-08-16T12:05:00+09:00,1,-2,1.6667,-3.6667,1423,-616.6667
M0001,3075,2026-08-16,post_payout,13,ART,2026-08-16T12:05:00+09:00,1,-2,1.6667,-3.6667,1423,-618.6667
M0001,3075,2026-08-16,pre_payout,14,BB,2026-08-16T12:06:00+09:00,4,413,6.6667,406.3333,1427,-625.3333
M0001,3075,2026-08-16,post_payout,14,BB,2026-08-16T12:06:00+09:00,4,413,6.6667,406.3333,1427,-212.3333
M0001,3075,2026-08-16,pre_payout,15,BB,2026-08-16T12:34:00+09:00,355,77,591.6667,-514.6667,1782,-804.0000
M0001,3075,2026-08-16,post_payout,15,BB,2026-08-16T12:34:00+09:00,355,77,591.6667,-514.6667,1782,-727.0000
M0001,3075,2026-08-16,pre_payout,16,ART,2026-08-16T12:35:00+09:00,0,-2,0.0000,-2.0000,1782,-727.0000
M0001,3075,2026-08-16,post_payout,16,ART,2026-08-16T12:35:00+09:00,0,-2,0.0000,-2.0000,1782,-729.0000
M0001,3075,2026-08-16,pre_payout,17,BB,2026-08-16T12:35:00+09:00,5,552,8.3333,543.6667,1787,-737.3333
M0001,3075,2026-08-16,post_payout,17,BB,2026-08-16T12:35:00+09:00,5,552,8.3333,543.6667,1787,-185.3333
M0001,3075,2026-08-16,pre_payout,18,BB,2026-08-16T12:52:00+09:00,160,87,266.6667,-179.6667,1947,-452.0000
M0001,3075,2026-08-16,post_payout,18,BB,2026-08-16T12:52:00+09:00,160,87,266.6667,-179.6667,1947,-365.0000
M0001,3075,2026-08-16,pre_payout,19,ART,2026-08-16T12:52:00+09:00,0,-2,0.0000,-2.0000,1947,-365.0000
M0001,3075,2026-08-16,post_payout,19,ART,2026-08-16T12:52:00+09:00,0,-2,0.0000,-2.0000,1947,-367.0000
M0001,3075,2026-08-16,pre_payout,20,BB,2026-08-16T12:54:00+09:00,6,183,10.0000,173.0000,1953,-377.0000
M0001,3075,2026-08-16,post_payout,20,BB,2026-08-16T12:54:00+09:00,6,183,10.0000,173.0000,1953,-194.0000
M0001,3075,2026-08-16,pre_payout,21,BB,2026-08-16T13:23:00+09:00,125,87,208.3333,-121.3333,2078,-402.3333
M0001,3075,2026-08-16,post_payout,21,BB,2026-08-16T13:23:00+09:00,125,87,208.3333,-121.3333,2078,-315.3333
M0001,3075,2026-08-16,pre_payout,22,ART,2026-08-16T13:24:00+09:00,0,0,0.0000,0.0000,2078,-315.3333
M0001,3075,2026-08-16,post_payout,22,ART,2026-08-16T13:24:00+09:00,0,0,0.0000,0.0000,2078,-315.3333
M0001,3075,2026-08-16,pre_payout,23,BB,2026-08-16T13:25:00+09:00,2,164,3.3333,160.6667,2080,-318.6667
M0001,3075,2026-08-16,post_payout,23,BB,2026-08-16T13:25:00+09:00,2,164,3.3333,160.6667,2080,-154.6667
M0001,3075,2026-08-16,pre_payout,24,BB,2026-08-16T14:10:00+09:00,563,87,938.3333,-851.3333,2643,-1093.0000
M0001,3075,2026-08-16,post_payout,24,BB,2026-08-16T14:10:00+09:00,563,87,938.3333,-851.3333,2643,-1006.0000
M0001,3075,2026-08-16,pre_payout,25,ART,2026-08-16T14:11:00+09:00,0,-2,0.0000,-2.0000,2643,-1006.0000
M0001,3075,2026-08-16,post_payout,25,ART,2026-08-16T14:11:00+09:00,0,-2,0.0000,-2.0000,2643,-1008.0000
M0001,3075,2026-08-16,pre_payout,26,BB,2026-08-16T15:56:00+09:00,1035,87,1725.0000,-1638.0000,3678,-2733.0000
M0001,3075,2026-08-16,post_payout,26,BB,2026-08-16T15:56:00+09:00,1035,87,1725.0000,-1638.0000,3678,-2646.0000
M0001,3075,2026-08-16,pre_payout,27,ART,2026-08-16T15:57:00+09:00,1,-2,1.6667,-3.6667,3679,-2647.6667
M0001,3075,2026-08-16,post_payout,27,ART,2026-08-16T15:57:00+09:00,1,-2,1.6667,-3.6667,3679,-2649.6667
M0001,3075,2026-08-16,pre_payout,28,BB,2026-08-16T15:59:00+09:00,7,310,11.6667,298.3333,3686,-2661.3333
M0001,3075,2026-08-16,post_payout,28,BB,2026-08-16T15:59:00+09:00,7,310,11.6667,298.3333,3686,-2351.3333
M0001,3075,2026-08-16,pre_payout,29,BB,2026-08-16T16:04:00+09:00,5,167,8.3333,158.6667,3691,-2359.6667
M0001,3075,2026-08-16,post_payout,29,BB,2026-08-16T16:04:00+09:00,5,167,8.3333,158.6667,3691,-2192.6667
M0001,3075,2026-08-16,pre_payout,30,BB,2026-08-16T16:07:00+09:00,11,431,18.3333,412.6667,3702,-2211.0000
M0001,3075,2026-08-16,post_payout,30,BB,2026-08-16T16:07:00+09:00,11,431,18.3333,412.6667,3702,-1780.0000
M0001,3075,2026-08-16,pre_payout,31,BB,2026-08-16T16:12:00+09:00,9,87,15.0000,72.0000,3711,-1795.0000
M0001,3075,2026-08-16,post_payout,31,BB,2026-08-16T16:12:00+09:00,9,87,15.0000,72.0000,3711,-1708.0000
M0001,3075,2026-08-16,pre_payout,32,BB,2026-08-16T16:14:00+09:00,11,343,18.3333,324.6667,3722,-1726.3333
M0001,3075,2026-08-16,post_payout,32,BB,2026-08-16T16:14:00+09:00,11,343,18.3333,324.6667,3722,-1383.3333
M0001,3075,2026-08-16,pre_payout,33,BB,2026-08-16T16:28:00+09:00,13,550,21.6667,528.3333,3735,-1405.0000
M0001,3075,2026-08-16,post_payout,33,BB,2026-08-16T16:28:00+09:00,13,550,21.6667,528.3333,3735,-855.0000
M0001,3075,2026-08-16,pre_payout,34,BB,2026-08-16T16:35:00+09:00,7,403,11.6667,391.3333,3742,-866.6667
M0001,3075,2026-08-16,post_payout,34,BB,2026-08-16T16:35:00+09:00,7,403,11.6667,391.3333,3742,-463.6667
M0001,3075,2026-08-16,pre_payout,35,BB,2026-08-16T16:40:00+09:00,7,421,11.6667,409.3333,3749,-475.3333
M0001,3075,2026-08-16,post_payout,35,BB,2026-08-16T16:40:00+09:00,7,421,11.6667,409.3333,3749,-54.3333
M0001,3075,2026-08-16,pre_payout,36,BB,2026-08-16T16:46:00+09:00,36,530,60.0000,470.0000,3785,-114.3333
M0001,3075,2026-08-16,post_payout,36,BB,2026-08-16T16:46:00+09:00,36,530,60.0000,470.0000,3785,415.6667
M0001,3075,2026-08-16,pre_payout,37,ART,2026-08-16T16:51:00+09:00,0,-2,0.0000,-2.0000,3785,415.6667
M0001,3075,2026-08-16,post_payout,37,ART,2026-08-16T16:51:00+09:00,0,-2,0.0000,-2.0000,3785,413.6667
M0001,3075,2026-08-16,pre_payout,38,BB,2026-08-16T16:52:00+09:00,8,414,13.3333,400.6667,3793,400.3333
M0001,3075,2026-08-16,post_payout,38,BB,2026-08-16T16:52:00+09:00,8,414,13.3333,400.6667,3793,814.3333
M0001,3075,2026-08-16,pre_payout,39,BB,2026-08-16T17:47:00+09:00,566,205,943.3333,-738.3333,4359,-129.0000
M0001,3075,2026-08-16,post_payout,39,BB,2026-08-16T17:47:00+09:00,566,205,943.3333,-738.3333,4359,76.0000
M0001,3075,2026-08-16,pre_payout,40,ART,2026-08-16T17:49:00+09:00,1,24,1.6667,22.3333,4360,74.3333
M0001,3075,2026-08-16,post_payout,40,ART,2026-08-16T17:49:00+09:00,1,24,1.6667,22.3333,4360,98.3333
M0001,3075,2026-08-16,pre_payout,41,BB,2026-08-16T17:50:00+09:00,1,415,1.6667,413.3333,4361,96.6667
M0001,3075,2026-08-16,post_payout,41,BB,2026-08-16T17:50:00+09:00,1,415,1.6667,413.3333,4361,511.6667
M0001,3075,2026-08-16,pre_payout,42,BB,2026-08-16T17:55:00+09:00,6,249,10.0000,239.0000,4367,501.6667
M0001,3075,2026-08-16,post_payout,42,BB,2026-08-16T17:55:00+09:00,6,249,10.0000,239.0000,4367,750.6667
M0001,3075,2026-08-16,pre_payout,43,BB,2026-08-16T17:58:00+09:00,7,169,11.6667,157.3333,4374,739.0000
M0001,3075,2026-08-16,post_payout,43,BB,2026-08-16T17:58:00+09:00,7,169,11.6667,157.3333,4374,908.0000
M0001,3075,2026-08-16,pre_payout,44,BB,2026-08-16T18:01:00+09:00,10,85,16.6667,68.3333,4384,891.3333
M0001,3075,2026-08-16,post_payout,44,BB,2026-08-16T18:01:00+09:00,10,85,16.6667,68.3333,4384,976.3333
M0001,3075,2026-08-16,pre_payout,45,BB,2026-08-16T18:04:00+09:00,12,85,20.0000,65.0000,4396,956.3333
M0001,3075,2026-08-16,post_payout,45,BB,2026-08-16T18:04:00+09:00,12,85,20.0000,65.0000,4396,1041.3333
M0001,3075,2026-08-16,pre_payout,46,BB,2026-08-16T18:19:00+09:00,135,235,225.0000,10.0000,4531,816.3333
M0001,3075,2026-08-16,post_payout,46,BB,2026-08-16T18:19:00+09:00,135,235,225.0000,10.0000,4531,1051.3333
M0001,3075,2026-08-16,pre_payout,47,ART,2026-08-16T18:22:00+09:00,0,0,0.0000,0.0000,4531,1051.3333
M0001,3075,2026-08-16,post_payout,47,ART,2026-08-16T18:22:00+09:00,0,0,0.0000,0.0000,4531,1051.3333
M0001,3075,2026-08-16,pre_payout,48,BB,2026-08-16T18:23:00+09:00,3,505,5.0000,500.0000,4534,1046.3333
M0001,3075,2026-08-16,post_payout,48,BB,2026-08-16T18:23:00+09:00,3,505,5.0000,500.0000,4534,1551.3333
M0001,3075,2026-08-16,pre_payout,49,BB,2026-08-16T18:28:00+09:00,6,444,10.0000,434.0000,4540,1541.3333
M0001,3075,2026-08-16,post_payout,49,BB,2026-08-16T18:28:00+09:00,6,444,10.0000,434.0000,4540,1985.3333
M0001,3075,2026-08-16,pre_payout,50,BB,2026-08-16T18:32:00+09:00,7,235,11.6667,223.3333,4547,1973.6667
M0001,3075,2026-08-16,post_payout,50,BB,2026-08-16T18:32:00+09:00,7,235,11.6667,223.3333,4547,2208.6667
M0001,3075,2026-08-16,pre_payout,51,BB,2026-08-16T18:37:00+09:00,36,458,60.0000,398.0000,4583,2148.6667
M0001,3075,2026-08-16,post_payout,51,BB,2026-08-16T18:37:00+09:00,36,458,60.0000,398.0000,4583,2606.6667
M0001,3075,2026-08-16,pre_payout,52,ART,2026-08-16T18:40:00+09:00,1,12,1.6667,10.3333,4584,2605.0000
M0001,3075,2026-08-16,post_payout,52,ART,2026-08-16T18:40:00+09:00,1,12,1.6667,10.3333,4584,2617.0000
M0001,3075,2026-08-16,pre_payout,53,BB,2026-08-16T18:41:00+09:00,2,477,3.3333,473.6667,4586,2613.6667
M0001,3075,2026-08-16,post_payout,53,BB,2026-08-16T18:41:00+09:00,2,477,3.3333,473.6667,4586,3090.6667
M0001,3075,2026-08-16,pre_payout,54,BB,2026-08-16T18:47:00+09:00,17,437,28.3333,408.6667,4603,3062.3333
M0001,3075,2026-08-16,post_payout,54,BB,2026-08-16T18:47:00+09:00,17,437,28.3333,408.6667,4603,3499.3333
M0001,3075,2026-08-16,pre_payout,55,BB,2026-08-16T19:48:00+09:00,689,87,1148.3333,-1061.3333,5292,2351.0000
M0001,3075,2026-08-16,post_payout,55,BB,2026-08-16T19:48:00+09:00,689,87,1148.3333,-1061.3333,5292,2438.0000
M0001,3075,2026-08-16,pre_payout,56,ART,2026-08-16T19:48:00+09:00,1,-2,1.6667,-3.6667,5293,2436.3333
M0001,3075,2026-08-16,post_payout,56,ART,2026-08-16T19:48:00+09:00,1,-2,1.6667,-3.6667,5293,2434.3333
M0001,3075,2026-08-16,pre_payout,57,BB,2026-08-16T20:04:00+09:00,169,205,281.6667,-76.6667,5462,2152.6667
M0001,3075,2026-08-16,post_payout,57,BB,2026-08-16T20:04:00+09:00,169,205,281.6667,-76.6667,5462,2357.6667
M0001,3075,2026-08-16,pre_payout,58,ART,2026-08-16T20:05:00+09:00,1,-2,1.6667,-3.6667,5463,2356.0000
M0001,3075,2026-08-16,post_payout,58,ART,2026-08-16T20:05:00+09:00,1,-2,1.6667,-3.6667,5463,2354.0000
M0001,3075,2026-08-16,pre_payout,59,BB,2026-08-16T20:06:00+09:00,10,515,16.6667,498.3333,5473,2337.3333
M0001,3075,2026-08-16,post_payout,59,BB,2026-08-16T20:06:00+09:00,10,515,16.6667,498.3333,5473,2852.3333
M0001,3075,2026-08-16,pre_payout,60,BB,2026-08-16T20:12:00+09:00,7,315,11.6667,303.3333,5480,2840.6667
M0001,3075,2026-08-16,post_payout,60,BB,2026-08-16T20:12:00+09:00,7,315,11.6667,303.3333,5480,3155.6667
M0001,3075,2026-08-16,eod_remaining,,,2026-08-16T21:04:51+09:00,31,0,51.6667,-51.6667,5511,3104.0000
M0001,3075,2026-08-17,origin,,,2026-08-17T10:45:00+09:00,0,0,0.0000,0.0000,0,0.0000
M0001,3075,2026-08-17,pre_payout,1,BB,2026-08-17T10:45:00+09:00,330,81,550.0000,-469.0000,330,-550.0000
M0001,3075,2026-08-17,post_payout,1,BB,2026-08-17T10:45:00+09:00,330,81,550.0000,-469.0000,330,-469.0000
M0001,3075,2026-08-17,pre_payout,2,ART,2026-08-17T10:46:00+09:00,0,0,0.0000,0.0000,330,-469.0000
M0001,3075,2026-08-17,post_payout,2,ART,2026-08-17T10:46:00+09:00,0,0,0.0000,0.0000,330,-469.0000
M0001,3075,2026-08-17,pre_payout,3,BB,2026-08-17T10:47:00+09:00,3,164,5.0000,159.0000,333,-474.0000
M0001,3075,2026-08-17,post_payout,3,BB,2026-08-17T10:47:00+09:00,3,164,5.0000,159.0000,333,-310.0000
M0001,3075,2026-08-17,pre_payout,4,BB,2026-08-17T10:50:00+09:00,11,263,18.3333,244.6667,344,-328.3333
M0001,3075,2026-08-17,post_payout,4,BB,2026-08-17T10:50:00+09:00,11,263,18.3333,244.6667,344,-65.3333
M0001,3075,2026-08-17,pre_payout,5,BB,2026-08-17T11:14:00+09:00,38,87,63.3333,23.6667,382,-128.6667
M0001,3075,2026-08-17,post_payout,5,BB,2026-08-17T11:14:00+09:00,38,87,63.3333,23.6667,382,-41.6667
M0001,3075,2026-08-17,pre_payout,6,ART,2026-08-17T11:14:00+09:00,0,-2,0.0000,-2.0000,382,-41.6667
M0001,3075,2026-08-17,post_payout,6,ART,2026-08-17T11:14:00+09:00,0,-2,0.0000,-2.0000,382,-43.6667
M0001,3075,2026-08-17,pre_payout,7,BB,2026-08-17T11:18:00+09:00,37,85,61.6667,23.3333,419,-105.3333
M0001,3075,2026-08-17,post_payout,7,BB,2026-08-17T11:18:00+09:00,37,85,61.6667,23.3333,419,-20.3333
M0001,3075,2026-08-17,pre_payout,8,ART,2026-08-17T11:19:00+09:00,1,-2,1.6667,-3.6667,420,-22.0000
M0001,3075,2026-08-17,post_payout,8,ART,2026-08-17T11:19:00+09:00,1,-2,1.6667,-3.6667,420,-24.0000
M0001,3075,2026-08-17,pre_payout,9,BB,2026-08-17T11:20:00+09:00,7,173,11.6667,161.3333,427,-35.6667
M0001,3075,2026-08-17,post_payout,9,BB,2026-08-17T11:20:00+09:00,7,173,11.6667,161.3333,427,137.3333
M0001,3075,2026-08-17,pre_payout,10,BB,2026-08-17T11:33:00+09:00,179,87,298.3333,-211.3333,606,-161.0000
M0001,3075,2026-08-17,post_payout,10,BB,2026-08-17T11:33:00+09:00,179,87,298.3333,-211.3333,606,-74.0000
M0001,3075,2026-08-17,pre_payout,11,ART,2026-08-17T11:34:00+09:00,0,-2,0.0000,-2.0000,606,-74.0000
M0001,3075,2026-08-17,post_payout,11,ART,2026-08-17T11:34:00+09:00,0,-2,0.0000,-2.0000,606,-76.0000
M0001,3075,2026-08-17,pre_payout,12,BB,2026-08-17T12:21:00+09:00,680,83,1133.3333,-1050.3333,1286,-1209.3333
M0001,3075,2026-08-17,post_payout,12,BB,2026-08-17T12:21:00+09:00,680,83,1133.3333,-1050.3333,1286,-1126.3333
M0001,3075,2026-08-17,pre_payout,13,ART,2026-08-17T12:22:00+09:00,1,-2,1.6667,-3.6667,1287,-1128.0000
M0001,3075,2026-08-17,post_payout,13,ART,2026-08-17T12:22:00+09:00,1,-2,1.6667,-3.6667,1287,-1130.0000
M0001,3075,2026-08-17,pre_payout,14,BB,2026-08-17T13:30:00+09:00,285,153,475.0000,-322.0000,1572,-1605.0000
M0001,3075,2026-08-17,post_payout,14,BB,2026-08-17T13:30:00+09:00,285,153,475.0000,-322.0000,1572,-1452.0000
M0001,3075,2026-08-17,pre_payout,15,ART,2026-08-17T13:32:00+09:00,1,0,1.6667,-1.6667,1573,-1453.6667
M0001,3075,2026-08-17,post_payout,15,ART,2026-08-17T13:32:00+09:00,1,0,1.6667,-1.6667,1573,-1453.6667
M0001,3075,2026-08-17,pre_payout,16,BB,2026-08-17T13:32:00+09:00,3,164,5.0000,159.0000,1576,-1458.6667
M0001,3075,2026-08-17,post_payout,16,BB,2026-08-17T13:32:00+09:00,3,164,5.0000,159.0000,1576,-1294.6667
M0001,3075,2026-08-17,pre_payout,17,BB,2026-08-17T13:35:00+09:00,8,343,13.3333,329.6667,1584,-1308.0000
M0001,3075,2026-08-17,post_payout,17,BB,2026-08-17T13:35:00+09:00,8,343,13.3333,329.6667,1584,-965.0000
M0001,3075,2026-08-17,pre_payout,18,BB,2026-08-17T13:39:00+09:00,12,333,20.0000,313.0000,1596,-985.0000
M0001,3075,2026-08-17,post_payout,18,BB,2026-08-17T13:39:00+09:00,12,333,20.0000,313.0000,1596,-652.0000
M0001,3075,2026-08-17,pre_payout,19,BB,2026-08-17T13:45:00+09:00,52,85,86.6667,-1.6667,1648,-738.6667
M0001,3075,2026-08-17,post_payout,19,BB,2026-08-17T13:45:00+09:00,52,85,86.6667,-1.6667,1648,-653.6667
M0001,3075,2026-08-17,pre_payout,20,ART,2026-08-17T13:46:00+09:00,0,0,0.0000,0.0000,1648,-653.6667
M0001,3075,2026-08-17,post_payout,20,ART,2026-08-17T13:46:00+09:00,0,0,0.0000,0.0000,1648,-653.6667
M0001,3075,2026-08-17,pre_payout,21,BB,2026-08-17T13:47:00+09:00,8,82,13.3333,68.6667,1656,-667.0000
M0001,3075,2026-08-17,post_payout,21,BB,2026-08-17T13:47:00+09:00,8,82,13.3333,68.6667,1656,-585.0000
M0001,3075,2026-08-17,pre_payout,22,BB,2026-08-17T13:49:00+09:00,10,167,16.6667,150.3333,1666,-601.6667
M0001,3075,2026-08-17,post_payout,22,BB,2026-08-17T13:49:00+09:00,10,167,16.6667,150.3333,1666,-434.6667
M0001,3075,2026-08-17,pre_payout,23,BB,2026-08-17T15:51:00+09:00,450,83,750.0000,-667.0000,2116,-1184.6667
M0001,3075,2026-08-17,post_payout,23,BB,2026-08-17T15:51:00+09:00,450,83,750.0000,-667.0000,2116,-1101.6667
M0001,3075,2026-08-17,pre_payout,24,ART,2026-08-17T15:52:00+09:00,0,0,0.0000,0.0000,2116,-1101.6667
M0001,3075,2026-08-17,post_payout,24,ART,2026-08-17T15:52:00+09:00,0,0,0.0000,0.0000,2116,-1101.6667
M0001,3075,2026-08-17,pre_payout,25,BB,2026-08-17T17:58:00+09:00,349,87,581.6667,-494.6667,2465,-1683.3333
M0001,3075,2026-08-17,post_payout,25,BB,2026-08-17T17:58:00+09:00,349,87,581.6667,-494.6667,2465,-1596.3333
M0001,3075,2026-08-17,pre_payout,26,ART,2026-08-17T17:59:00+09:00,1,-4,1.6667,-5.6667,2466,-1598.0000
M0001,3075,2026-08-17,post_payout,26,ART,2026-08-17T17:59:00+09:00,1,-4,1.6667,-5.6667,2466,-1602.0000
M0001,3075,2026-08-17,pre_payout,27,BB,2026-08-17T18:09:00+09:00,146,87,243.3333,-156.3333,2612,-1845.3333
M0001,3075,2026-08-17,post_payout,27,BB,2026-08-17T18:09:00+09:00,146,87,243.3333,-156.3333,2612,-1758.3333
M0001,3075,2026-08-17,pre_payout,28,ART,2026-08-17T18:10:00+09:00,2,-2,3.3333,-5.3333,2614,-1761.6667
M0001,3075,2026-08-17,post_payout,28,ART,2026-08-17T18:10:00+09:00,2,-2,3.3333,-5.3333,2614,-1763.6667
M0001,3075,2026-08-17,pre_payout,29,BB,2026-08-17T18:11:00+09:00,5,471,8.3333,462.6667,2619,-1772.0000
M0001,3075,2026-08-17,post_payout,29,BB,2026-08-17T18:11:00+09:00,5,471,8.3333,462.6667,2619,-1301.0000
M0001,3075,2026-08-17,pre_payout,30,BB,2026-08-17T18:18:00+09:00,44,87,73.3333,13.6667,2663,-1374.3333
M0001,3075,2026-08-17,post_payout,30,BB,2026-08-17T18:18:00+09:00,44,87,73.3333,13.6667,2663,-1287.3333
M0001,3075,2026-08-17,pre_payout,31,ART,2026-08-17T18:18:00+09:00,1,-2,1.6667,-3.6667,2664,-1289.0000
M0001,3075,2026-08-17,post_payout,31,ART,2026-08-17T18:18:00+09:00,1,-2,1.6667,-3.6667,2664,-1291.0000
M0001,3075,2026-08-17,pre_payout,32,BB,2026-08-17T18:48:00+09:00,258,87,430.0000,-343.0000,2922,-1721.0000
M0001,3075,2026-08-17,post_payout,32,BB,2026-08-17T18:48:00+09:00,258,87,430.0000,-343.0000,2922,-1634.0000
M0001,3075,2026-08-17,pre_payout,33,ART,2026-08-17T18:49:00+09:00,1,-2,1.6667,-3.6667,2923,-1635.6667
M0001,3075,2026-08-17,post_payout,33,ART,2026-08-17T18:49:00+09:00,1,-2,1.6667,-3.6667,2923,-1637.6667
M0001,3075,2026-08-17,pre_payout,34,BB,2026-08-17T18:50:00+09:00,5,271,8.3333,262.6667,2928,-1646.0000
M0001,3075,2026-08-17,post_payout,34,BB,2026-08-17T18:50:00+09:00,5,271,8.3333,262.6667,2928,-1375.0000
M0001,3075,2026-08-17,pre_payout,35,BB,2026-08-17T19:17:00+09:00,287,83,478.3333,-395.3333,3215,-1853.3333
M0001,3075,2026-08-17,post_payout,35,BB,2026-08-17T19:17:00+09:00,287,83,478.3333,-395.3333,3215,-1770.3333
M0001,3075,2026-08-17,pre_payout,36,ART,2026-08-17T19:18:00+09:00,0,-2,0.0000,-2.0000,3215,-1770.3333
M0001,3075,2026-08-17,post_payout,36,ART,2026-08-17T19:18:00+09:00,0,-2,0.0000,-2.0000,3215,-1772.3333
M0001,3075,2026-08-17,pre_payout,37,BB,2026-08-17T19:22:00+09:00,54,83,90.0000,-7.0000,3269,-1862.3333
