machine_code,unit_number,data_date,kind,event_seq,event_type,sampled_at_jst,start_count,payout,consumption,delta,cum_games,slump_value
M0001,3075,2026-08-24,pre_payout,36,ART,2026-08-24T18:00:00+09:00,1,-2,1.6667,-3.6667,3914,-679.3333
M0001,3075,2026-08-24,post_payout,36,ART,2026-08-24T18:00:00+09:00,1,-2,1.6667,-3.6667,3914,-681.3333
M0001,3075,2026-08-24,pre_payout,37,BB,2026-08-24T18:01:00+09:00,10,264,16.6667,247.3333,3924,-698.0000
M0001,3075,2026-08-24,post_payout,37,BB,2026-08-24T18:01:00+09:00,10,264,16.6667,247.3333,3924,-434.0000
M0001,3075,2026-08-24,pre_payout,38,BB,2026-08-24T18:05:00+09:00,4,253,6.6667,246.3333,3928,-440.6667
M0001,3075,2026-08-24,post_payout,38,BB,2026-08-24T18:05:00+09:00,4,253,6.6667,246.3333,3928,-187.6667
M0001,3075,2026-08-24,pre_payout,39,BB,2026-08-24T18:08:00+09:00,9,240,15.0000,225.0000,3937,-202.6667
M0001,3075,2026-08-24,post_payout,39,BB,2026-08-24T18:08:00+09:00,9,240,15.0000,225.0000,3937,37.3333
M0001,3075,2026-08-24,pre_payout,40,BB,2026-08-24T18:12:00+09:00,7,429,11.6667,417.3333,3944,25.6667
M0001,3075,2026-08-24,post_payout,40,BB,2026-08-24T18:12:00+09:00,7,429,11.6667,417.3333,3944,454.6667
M0001,3075,2026-08-24,pre_payout,41,BB,2026-08-24T18:52:00+09:00,473,85,788.3333,-703.3333,4417,-333.6667
M0001,3075,2026-08-24,post_payout,41,BB,2026-08-24T18:52:00+09:00,473,85,788.3333,-703.3333,4417,-248.6667
M0001,3075,2026-08-24,pre_payout,42,ART,2026-08-24T18:53:00+09:00,0,-2,0.0000,-2.0000,4417,-248.6667
M0001,3075,2026-08-24,post_payout,42,ART,2026-08-24T18:53:00+09:00,0,-2,0.0000,-2.0000,4417,-250.6667
M0001,3075,2026-08-24,pre_payout,43,BB,2026-08-24T18:55:00+09:00,8,314,13.3333,300.6667,4425,-264.0000
M0001,3075,2026-08-24,post_payout,43,BB,2026-08-24T18:55:00+09:00,8,314,13.3333,300.6667,4425,50.0000
M0001,3075,2026-08-24,pre_payout,44,BB,2026-08-24T19:36:00+09:00,534,87,890.0000,-803.0000,4959,-840.0000
M0001,3075,2026-08-24,post_payout,44,BB,2026-08-24T19:36:00+09:00,534,87,890.0000,-803.0000,4959,-753.0000
M0001,3075,2026-08-24,pre_payout,45,ART,2026-08-24T19:37:00+09:00,0,-2,0.0000,-2.0000,4959,-753.0000
M0001,3075,2026-08-24,post_payout,45,ART,2026-08-24T19:37:00+09:00,0,-2,0.0000,-2.0000,4959,-755.0000
M0001,3075,2026-08-24,pre_payout,46,BB,2026-08-24T20:03:00+09:00,281,85,468.3333,-383.3333,5240,-1223.3333
M0001,3075,2026-08-24,post_payout,46,BB,2026-08-24T20:03:00+09:00,281,85,468.3333,-383.3333,5240,-1138.3333
M0001,3075,2026-08-24,pre_payout,47,ART,2026-08-24T20:04:00+09:00,1,-2,1.6667,-3.6667,5241,-1140.0000
M0001,3075,2026-08-24,post_payout,47,ART,2026-08-24T20:04:00+09:00,1,-2,1.6667,-3.6667,5241,-1142.0000
M0001,3075,2026-08-24,pre_payout,48,BB,2026-08-24T20:04:00+09:00,4,321,6.6667,314.3333,5245,-1148.6667
M0001,3075,2026-08-24,post_payout,48,BB,2026-08-24T20:04:00+09:00,4,321,6.6667,314.3333,5245,-827.6667
M0001,3075,2026-08-24,pre_payout,49,BB,2026-08-24T20:08:00+09:00,4,317,6.6667,310.3333,5249,-834.3333
M0001,3075,2026-08-24,post_payout,49,BB,2026-08-24T20:08:00+09:00,4,317,6.6667,310.3333,5249,-517.3333
M0001,3075,2026-08-24,pre_payout,50,BB,2026-08-24T20:11:00+09:00,10,283,16.6667,266.3333,5259,-534.0000
M0001,3075,2026-08-24,post_payout,50,BB,2026-08-24T20:11:00+09:00,10,283,16.6667,266.3333,5259,-251.0000
M0001,3075,2026-08-24,pre_payout,51,BB,2026-08-24T20:54:00+09:00,564,83,940.0000,-857.0000,5823,-1191.0000
M0001,3075,2026-08-24,post_payout,51,BB,2026-08-24T20:54:00+09:00,564,83,940.0000,-857.0000,5823,-1108.0000
M0001,3075,2026-08-24,pre_payout,52,ART,2026-08-24T20:55:00+09:00,0,12,0.0000,12.0000,5823,-1108.0000
M0001,3075,2026-08-24,post_payout,52,ART,2026-08-24T20:55:00+09:00,0,12,0.0000,12.0000,5823,-1096.0000
M0001,3075,2026-08-24,pre_payout,53,BB,2026-08-24T20:56:00+09:00,5,609,8.3333,600.6667,5828,-1104.3333
M0001,3075,2026-08-24,post_payout,53,BB,2026-08-24T20:56:00+09:00,5,609,8.3333,600.6667,5828,-495.3333
M0001,3075,2026-08-24,pre_payout,54,BB,2026-08-24T21:05:00+09:00,52,85,86.6667,-1.6667,5880,-582.0000
M0001,3075,2026-08-24,post_payout,54,BB,2026-08-24T21:05:00+09:00,52,85,86.6667,-1.6667,5880,-497.0000
M0001,3075,2026-08-24,pre_payout,55,ART,2026-08-24T21:06:00+09:00,0,-2,0.0000,-2.0000,5880,-497.0000
M0001,3075,2026-08-24,post_payout,55,ART,2026-08-24T21:06:00+09:00,0,-2,0.0000,-2.0000,5880,-499.0000
M0001,3075,2026-08-24,pre_payout,56,BB,2026-08-24T21:08:00+09:00,7,524,11.6667,512.3333,5887,-510.6667
M0001,3075,2026-08-24,post_payout,56,BB,2026-08-24T21:08:00+09:00,7,524,11.6667,512.3333,5887,13.3333
M0001,3075,2026-08-24,eod_remaining,,,2026-08-24T21:58:51+09:00,12,0,20.0000,-20.0000,5899,-6.6667
M0001,3075,2026-08-25,origin,,,2026-08-25T10:51:00+09:00,0,0,0.0000,0.0000,0,0.0000
M0001,3075,2026-08-25,pre_payout,1,BB,2026-08-25T10:51:00+09:00,632,87,1053.3333,-966.3333,632,-1053.3333
M0001,3075,2026-08-25,post_payout,1,BB,2026-08-25T10:51:00+09:00,632,87,1053.3333,-966.3333,632,-966.3333
M0001,3075,2026-08-25,pre_payout,2,ART,2026-08-25T10:52:00+09:00,0,-2,0.0000,-2.0000,632,-966.3333
M0001,3075,2026-08-25,post_payout,2,ART,2026-08-25T10:52:00+09:00,0,-2,0.0000,-2.0000,632,-968.3333
M0001,3075,2026-08-25,pre_payout,3,BB,2026-08-25T10:54:00+09:00,11,760,18.3333,741.6667,643,-986.6667
M0001,3075,2026-08-25,post_payout,3,BB,2026-08-25T10:54:00+09:00,11,760,18.3333,741.6667,643,-226.6667
M0001,3075,2026-08-25,pre_payout,4,BB,2026-08-25T11:01:00+09:00,4,87,6.6667,80.3333,647,-233.3333
M0001,3075,2026-08-25,post_payout,4,BB,2026-08-25T11:01:00+09:00,4,87,6.6667,80.3333,647,-146.3333
M0001,3075,2026-08-25,pre_payout,5,BB,2026-08-25T11:14:00+09:00,167,57,278.3333,-221.3333,814,-424.6667
M0001,3075,2026-08-25,post_payout,5,BB,2026-08-25T11:14:00+09:00,167,57,278.3333,-221.3333,814,-367.6667
M0001,3075,2026-08-25,pre_payout,6,ART,2026-08-25T11:14:00+09:00,0,-2,0.0000,-2.0000,814,-367.6667
M0001,3075,2026-08-25,post_payout,6,ART,2026-08-25T11:14:00+09:00,0,-2,0.0000,-2.0000,814,-369.6667
M0001,3075,2026-08-25,pre_payout,7,BB,2026-08-25T11:29:00+09:00,208,83,346.6667,-263.6667,1022,-716.3333
M0001,3075,2026-08-25,post_payout,7,BB,2026-08-25T11:29:00+09:00,208,83,346.6667,-263.6667,1022,-633.3333
M0001,3075,2026-08-25,pre_payout,8,ART,2026-08-25T11:30:00+09:00,1,-2,1.6667,-3.6667,1023,-635.0000
M0001,3075,2026-08-25,post_payout,8,ART,2026-08-25T11:30:00+09:00,1,-2,1.6667,-3.6667,1023,-637.0000
M0001,3075,2026-08-25,pre_payout,9,BB,2026-08-25T11:31:00+09:00,4,264,6.6667,257.3333,1027,-643.6667
M0001,3075,2026-08-25,post_payout,9,BB,2026-08-25T11:31:00+09:00,4,264,6.6667,257.3333,1027,-379.6667
M0001,3075,2026-08-25,pre_payout,10,BB,2026-08-25T11:35:00+09:00,9,312,15.0000,297.0000,1036,-394.6667
M0001,3075,2026-08-25,post_payout,10,BB,2026-08-25T11:35:00+09:00,9,312,15.0000,297.0000,1036,-82.6667
M0001,3075,2026-08-25,pre_payout,11,BB,2026-08-25T11:48:00+09:00,150,87,250.0000,-163.0000,1186,-332.6667
M0001,3075,2026-08-25,post_payout,11,BB,2026-08-25T11:48:00+09:00,150,87,250.0000,-163.0000,1186,-245.6667
M0001,3075,2026-08-25,pre_payout,12,ART,2026-08-25T11:49:00+09:00,0,-2,0.0000,-2.0000,1186,-245.6667
M0001,3075,2026-08-25,post_payout,12,ART,2026-08-25T11:49:00+09:00,0,-2,0.0000,-2.0000,1186,-247.6667
M0001,3075,2026-08-25,pre_payout,13,BB,2026-08-25T11:50:00+09:00,5,85,8.3333,76.6667,1191,-256.0000
M0001,3075,2026-08-25,post_payout,13,BB,2026-08-25T11:50:00+09:00,5,85,8.3333,76.6667,1191,-171.0000
M0001,3075,2026-08-25,pre_payout,14,BB,2026-08-25T12:11:00+09:00,284,87,473.3333,-386.3333,1475,-644.3333
M0001,3075,2026-08-25,post_payout,14,BB,2026-08-25T12:11:00+09:00,284,87,473.3333,-386.3333,1475,-557.3333
M0001,3075,2026-08-25,pre_payout,15,ART,2026-08-25T12:12:00+09:00,0,-2,0.0000,-2.0000,1475,-557.3333
M0001,3075,2026-08-25,post_payout,15,ART,2026-08-25T12:12:00+09:00,0,-2,0.0000,-2.0000,1475,-559.3333
M0001,3075,2026-08-25,pre_payout,16,BB,2026-08-25T12:14:00+09:00,9,168,15.0000,153.0000,1484,-574.3333
M0001,3075,2026-08-25,post_payout,16,BB,2026-08-25T12:14:00+09:00,9,168,15.0000,153.0000,1484,-406.3333
M0001,3075,2026-08-25,pre_payout,17,BB,2026-08-25T12:16:00+09:00,11,324,18.3333,305.6667,1495,-424.6667
M0001,3075,2026-08-25,post_payout,17,BB,2026-08-25T12:16:00+09:00,11,324,18.3333,305.6667,1495,-100.6667
M0001,3075,2026-08-25,pre_payout,18,BB,2026-08-25T12:21:00+09:00,12,273,20.0000,253.0000,1507,-120.6667
M0001,3075,2026-08-25,post_payout,18,BB,2026-08-25T12:21:00+09:00,12,273,20.0000,253.0000,1507,152.3333
M0001,3075,2026-08-25,pre_payout,19,BB,2026-08-25T12:43:00+09:00,286,87,476.6667,-389.6667,1793,-324.3333
M0001,3075,2026-08-25,post_payout,19,BB,2026-08-25T12:43:00+09:00,286,87,476.6667,-389.6667,1793,-237.3333
M0001,3075,2026-08-25,pre_payout,20,ART,2026-08-25T12:44:00+09:00,0,-2,0.0000,-2.0000,1793,-237.3333
M0001,3075,2026-08-25,post_payout,20,ART,2026-08-25T12:44:00+09:00,0,-2,0.0000,-2.0000,1793,-239.3333
M0001,3075,2026-08-25,pre_payout,21,BB,2026-08-25T12:45:00+09:00,9,240,15.0000,225.0000,1802,-254.3333
M0001,3075,2026-08-25,post_payout,21,BB,2026-08-25T12:45:00+09:00,9,240,15.0000,225.0000,1802,-14.3333
M0001,3075,2026-08-25,pre_payout,22,BB,2026-08-25T13:03:00+09:00,145,87,241.6667,-154.6667,1947,-256.0000
M0001,3075,2026-08-25,post_payout,22,BB,2026-08-25T13:03:00+09:00,145,87,241.6667,-154.6667,1947,-169.0000
M0001,3075,2026-08-25,pre_payout,23,ART,2026-08-25T13:04:00+09:00,0,0,0.0000,0.0000,1947,-169.0000
M0001,3075,2026-08-25,post_payout,23,ART,2026-08-25T13:04:00+09:00,0,0,0.0000,0.0000,1947,-169.0000
M0001,3075,2026-08-25,pre_payout,24,BB,2026-08-25T13:05:00+09:00,3,325,5.0000,320.0000,1950,-174.0000
M0001,3075,2026-08-25,post_payout,24,BB,2026-08-25T13:05:00+09:00,3,325,5.0000,320.0000,1950,151.0000
M0001,3075,2026-08-25,pre_payout,25,BB,2026-08-25T13:11:00+09:00,40,83,66.6667,16.3333,1990,84.3333
M0001,3075,2026-08-25,post_payout,25,BB,2026-08-25T13:11:00+09:00,40,83,66.6667,16.3333,1990,167.3333
M0001,3075,2026-08-25,pre_payout,26,ART,2026-08-25T13:12:00+09:00,0,-2,0.0000,-2.0000,1990,167.3333
M0001,3075,2026-08-25,post_payout,26,ART,2026-08-25T13:12:00+09:00,0,-2,0.0000,-2.0000,1990,165.3333
M0001,3075,2026-08-25,pre_payout,27,BB,2026-08-25T13:14:00+09:00,10,334,16.6667,317.3333,2000,148.6667
M0001,3075,2026-08-25,post_payout,27,BB,2026-08-25T13:14:00+09:00,10,334,16.6667,317.3333,2000,482.6667
M0001,3075,2026-08-25,pre_payout,28,BB,2026-08-25T13:18:00+09:00,10,167,16.6667,150.3333,2010,466.0000
M0001,3075,2026-08-25,post_payout,28,BB,2026-08-25T13:18:00+09:00,10,167,16.6667,150.3333,2010,633.0000
M0001,3075,2026-08-25,pre_payout,29,BB,2026-08-25T13:47:00+09:00,375,83,625.0000,-542.0000,2385,8.0000
M0001,3075,2026-08-25,post_payout,29,BB,2026-08-25T13:47:00+09:00,375,83,625.0000,-542.0000,2385,91.0000
M0001,3075,2026-08-25,pre_payout,30,ART,2026-08-25T13:47:00+09:00,1,-2,1.6667,-3.6667,2386,89.3333
M0001,3075,2026-08-25,post_payout,30,ART,2026-08-25T13:47:00+09:00,1,-2,1.6667,-3.6667,2386,87.3333
M0001,3075,2026-08-25,pre_payout,31,BB,2026-08-25T14:28:00+09:00,569,87,948.3333,-861.3333,2955,-861.0000
M0001,3075,2026-08-25,post_payout,31,BB,2026-08-25T14:28:00+09:00,569,87,948.3333,-861.3333,2955,-774.0000
M0001,3075,2026-08-25,pre_payout,32,ART,2026-08-25T14:29:00+09:00,1,12,1.6667,10.3333,2956,-775.6667
M0001,3075,2026-08-25,post_payout,32,ART,2026-08-25T14:29:00+09:00,1,12,1.6667,10.3333,2956,-763.6667
M0001,3075,2026-08-25,pre_payout,33,BB,2026-08-25T14:29:00+09:00,2,179,3.3333,175.6667,2958,-767.0000
M0001,3075,2026-08-25,post_payout,33,BB,2026-08-25T14:29:00+09:00,2,179,3.3333,175.6667,2958,-588.0000
M0001,3075,2026-08-25,pre_payout,34,BB,2026-08-25T14:32:00+09:00,4,243,6.6667,236.3333,2962,-594.6667
M0001,3075,2026-08-25,post_payout,34,BB,2026-08-25T14:32:00+09:00,4,243,6.6667,236.3333,2962,-351.6667
M0001,3075,2026-08-25,pre_payout,35,BB,2026-08-25T14:36:00+09:00,10,255,16.6667,238.3333,2972,-368.3333
M0001,3075,2026-08-25,post_payout,35,BB,2026-08-25T14:36:00+09:00,10,255,16.6667,238.3333,2972,-113.3333
M0001,3075,2026-08-25,pre_payout,36,BB,2026-08-25T14:47:00+09:00,102,80,170.0000,-90.0000,3074,-283.3333
M0001,3075,2026-08-25,post_payout,36,BB,2026-08-25T14:47:00+09:00,102,80,170.0000,-90.0000,3074,-203.3333
M0001,3075,2026-08-25,pre_payout,37,ART,2026-08-25T14:48:00+09:00,0,-2,0.0000,-2.0000,3074,-203.3333
M0001,3075,2026-08-25,post_payout,37,ART,2026-08-25T14:48:00+09:00,0,-2,0.0000,-2.0000,3074,-205.3333
M0001,3075,2026-08-25,pre_payout,38,BB,2026-08-25T14:49:00+09:00,6,325,10.0000,315.0000,3080,-215.3333
M0001,3075,2026-08-25,post_payout,38,BB,2026-08-25T14:49:00+09:00,6,325,10.0000,315.0000,3080,109.6667
M0001,3075,2026-08-25,pre_payout,39,BB,2026-08-25T14:54:00+09:00,38,87,63.3333,23.6667,3118,46.3333
M0001,3075,2026-08-25,post_payout,39,BB,2026-08-25T14:54:00+09:00,38,87,63.3333,23.6667,3118,133.3333
M0001,3075,2026-08-25,pre_payout,40,ART,2026-08-25T14:55:00+09:00,0,-2,0.0000,-2.0000,3118,133.3333
M0001,3075,2026-08-25,post_payout,40,ART,2026-08-25T14:55:00+09:00,0,-2,0.0000,-2.0000,3118,131.3333
M0001,3075,2026-08-25,pre_payout,41,BB,2026-08-25T15:46:00+09:00,351,85,585.0000,-500.0000,3469,-453.6667
M0001,3075,2026-08-25,post_payout,41,BB,2026-08-25T15:46:00+09:00,351,85,585.0000,-500.0000,3469,-368.6667
M0001,3075,2026-08-25,pre_payout,42,ART,2026-08-25T15:47:00+09:00,1,0,1.6667,-1.6667,3470,-370.3333
M0001,3075,2026-08-25,post_payout,42,ART,2026-08-25T15:47:00+09:00,1,0,1.6667,-1.6667,3470,-370.3333
M0001,3075,2026-08-25,pre_payout,43,BB,2026-08-25T15:49:00+09:00,7,291,11.6667,279.3333,3477,-382.0000
M0001,3075,2026-08-25,post_payout,43,BB,2026-08-25T15:49:00+09:00,7,291,11.6667,279.3333,3477,-91.0000
M0001,3075,2026-08-25,pre_payout,44,BB,2026-08-25T15:54:00+09:00,12,169,20.0000,149.0000,3489,-111.0000
M0001,3075,2026-08-25,post_payout,44,BB,2026-08-25T15:54:00+09:00,12,169,20.0000,149.0000,3489,58.0000
M0001,3075,2026-08-25,pre_payout,45,BB,2026-08-25T16:21:00+09:00,353,87,588.3333,-501.3333,3842,-530.3333
M0001,3075,2026-08-25,post_payout,45,BB,2026-08-25T16:21:00+09:00,353,87,588.3333,-501.3333,3842,-443.3333
M0001,3075,2026-08-25,pre_payout,46,ART,2026-08-25T16:22:00+09:00,1,-2,1.6667,-3.6667,3843,-445.0000
M0001,3075,2026-08-25,post_payout,46,ART,2026-08-25T16:22:00+09:00,1,-2,1.6667,-3.6667,3843,-447.0000
M0001,3075,2026-08-25,pre_payout,47,BB,2026-08-25T16:49:00+09:00,285,87,475.0000,-388.0000,4128,-922.0000
M0001,3075,2026-08-25,post_payout,47,BB,2026-08-25T16:49:00+09:00,285,87,475.0000,-388.0000,4128,-835.0000
M0001,3075,2026-08-25,pre_payout,48,ART,2026-08-25T16:50:00+09:00,1,-2,1.6667,-3.6667,4129,-836.6667
M0001,3075,2026-08-25,post_payout,48,ART,2026-08-25T16:50:00+09:00,1,-2,1.6667,-3.6667,4129,-838.6667
M0001,3075,2026-08-25,pre_payout,49,BB,2026-08-25T16:52:00+09:00,8,275,13.3333,261.6667,4137,-852.0000
M0001,3075,2026-08-25,post_payout,49,BB,2026-08-25T16:52:00+09:00,8,275,13.3333,261.6667,4137,-577.0000
M0001,3075,2026-08-25,pre_payout,50,BB,2026-08-25T16:57:00+09:00,11,275,18.3333,256.6667,4148,-595.3333
M0001,3075,2026-08-25,post_payout,50,BB,2026-08-25T16:57:00+09:00,11,275,18.3333,256.6667,4148,-320.3333
M0001,3075,2026-08-25,pre_payout,51,BB,2026-08-25T17:14:00+09:00,184,85,306.6667,-221.6667,4332,-627.0000
M0001,3075,2026-08-25,post_payout,51,BB,2026-08-25T17:14:00+09:00,184,85,306.6667,-221.6667,4332,-542.0000
M0001,3075,2026-08-25,pre_payout,52,ART,2026-08-25T17:15:00+09:00,0,0,0.0000,0.0000,4332,-542.0000
M0001,3075,2026-08-25,post_payout,52,ART,2026-08-25T17:15:00+09:00,0,0,0.0000,0.0000,4332,-542.0000
M0001,3075,2026-08-25,pre_payout,53,BB,2026-08-25T17:17:00+09:00,9,278,15.0000,263.0000,4341,-557.0000
M0001,3075,2026-08-25,post_payout,53,BB,2026-08-25T17:17:00+09:00,9,278,15.0000,263.0000,4341,-279.0000
M0001,3075,2026-08-25,pre_payout,54,BB,2026-08-25T17:21:00+09:00,9,87,15.0000,72.0000,4350,-294.0000
M0001,3075,2026-08-25,post_payout,54,BB,2026-08-25T17:21:00+09:00,9,87,15.0000,72.0000,4350,-207.0000
M0001,3075,2026-08-25,pre_payout,55,BB,2026-08-25T17:23:00+09:00,4,247,6.6667,240.3333,4354,-213.6667
M0001,3075,2026-08-25,post_payout,55,BB,2026-08-25T17:23:00+09:00,4,247,6.6667,240.3333,4354,33.3333
M0001,3075,2026-08-25,pre_payout,56,BB,2026-08-25T17:59:00+09:00,252,85,420.0000,-335.0000,4606,-386.6667
M0001,3075,2026-08-25,post_payout,56,BB,2026-08-25T17:59:00+09:00,252,85,420.0000,-335.0000,4606,-301.6667
M0001,3075,2026-08-25,pre_payout,57,ART,2026-08-25T18:00:00+09:00,0,-2,0.0000,-2.0000,4606,-301.6667
M0001,3075,2026-08-25,post_payout,57,ART,2026-08-25T18:00:00+09:00,0,-2,0.0000,-2.0000,4606,-303.6667
M0001,3075,2026-08-25,pre_payout,58,BB,2026-08-25T18:01:00+09:00,4,175,6.6667,168.3333,4610,-310.3333
M0001,3075,2026-08-25,post_payout,58,BB,2026-08-25T18:01:00+09:00,4,175,6.6667,168.3333,4610,-135.3333
M0001,3075,2026-08-25,pre_payout,59,BB,2026-08-25T18:03:00+09:00,4,87,6.6667,80.3333,4614,-142.0000
M0001,3075,2026-08-25,post_payout,59,BB,2026-08-25T18:03:00+09:00,4,87,6.6667,80.3333,4614,-55.0000
M0001,3075,2026-08-25,pre_payout,60,BB,2026-08-25T18:04:00+09:00,5,169,8.3333,160.6667,4619,-63.3333
M0001,3075,2026-08-25,post_payout,60,BB,2026-08-25T18:04:00+09:00,5,169,8.3333,160.6667,4619,105.6667
M0001,3075,2026-08-25,pre_payout,61,BB,2026-08-25T18:06:00+09:00,5,244,8.3333,235.6667,4624,97.3333
M0001,3075,2026-08-25,post_payout,61,BB,2026-08-25T18:06:00+09:00,5,244,8.3333,235.6667,4624,341.3333
M0001,3075,2026-08-25,pre_payout,62,BB,2026-08-25T18:09:00+09:00,4,321,6.6667,314.3333,4628,334.6667
M0001,3075,2026-08-25,post_payout,62,BB,2026-08-25T18:09:00+09:00,4,321,6.6667,314.3333,4628,655.6667
M0001,3075,2026-08-25,pre_payout,63,BB,2026-08-25T18:42:00+09:00,340,87,566.6667,-479.6667,4968,89.0000
M0001,3075,2026-08-25,post_payout,63,BB,2026-08-25T18:42:00+09:00,340,87,566.6667,-479.6667,4968,176.0000
M0001,3075,2026-08-25,pre_payout,64,ART,2026-08-25T18:43:00+09:00,0,-4,0.0000,-4.0000,4968,176.0000
M0001,3075,2026-08-25,post_payout,64,ART,2026-08-25T18:43:00+09:00,0,-4,0.0000,-4.0000,4968,172.0000
M0001,3075,2026-08-25,pre_payout,65,BB,2026-08-25T18:44:00+09:00,4,444,6.6667,437.3333,4972,165.3333
M0001,3075,2026-08-25,post_payout,65,BB,2026-08-25T18:44:00+09:00,4,444,6.6667,437.3333,4972,609.3333
M0001,3075,2026-08-25,pre_payout,66,BB,2026-08-25T18:49:00+09:00,11,411,18.3333,392.6667,4983,591.0000
M0001,3075,2026-08-25,post_payout,66,BB,2026-08-25T18:49:00+09:00,11,411,18.3333,392.6667,4983,1002.0000
M0001,3075,2026-08-25,pre_payout,67,BB,2026-08-25T18:54:00+09:00,30,87,50.0000,37.0000,5013,952.0000
M0001,3075,2026-08-25,post_payout,67,BB,2026-08-25T18:54:00+09:00,30,87,50.0000,37.0000,5013,1039.0000
M0001,3075,2026-08-25,pre_payout,68,ART,2026-08-25T18:55:00+09:00,0,-4,0.0000,-4.0000,5013,1039.0000
M0001,3075,2026-08-25,post_payout,68,ART,2026-08-25T18:55:00+09:00,0,-4,0.0000,-4.0000,5013,1035.0000
M0001,3075,2026-08-25,pre_payout,69,BB,2026-08-25T19:14:00+09:00,270,85,450.0000,-365.0000,5283,585.0000
M0001,3075,2026-08-25,post_payout,69,BB,2026-08-25T19:14:00+09:00,270,85,450.0000,-365.0000,5283,670.0000
M0001,3075,2026-08-25,pre_payout,70,ART,2026-08-25T19:15:00+09:00,2,12,3.3333,8.6667,5285,666.6667
M0001,3075,2026-08-25,post_payout,70,ART,2026-08-25T19:15:00+09:00,2,12,3.3333,8.6667,5285,678.6667
M0001,3075,2026-08-25,pre_payout,71,BB,2026-08-25T19:16:00+09:00,2,260,3.3333,256.6667,5287,675.3333
M0001,3075,2026-08-25,post_payout,71,BB,2026-08-25T19:16:00+09:00,2,260,3.3333,256.6667,5287,935.3333
M0001,3075,2026-08-25,pre_payout,72,BB,2026-08-25T19:19:00+09:00,10,259,16.6667,242.3333,5297,918.6667
M0001,3075,2026-08-25,post_payout,72,BB,2026-08-25T19:19:00+09:00,10,259,16.6667,242.3333,5297,1177.6667
M0001,3075,2026-08-25,pre_payout,73,BB,2026-08-25T19:24:00+09:00,42,85,70.0000,15.0000,5339,1107.6667
M0001,3075,2026-08-25,post_payout,73,BB,2026-08-25T19:24:00+09:00,42,85,70.0000,15.0000,5339,1192.6667
M0001,3075,2026-08-25,pre_payout,74,ART,2026-08-25T19:25:00+09:00,0,-4,0.0000,-4.0000,5339,1192.6667
M0001,3075,2026-08-25,post_payout,74,ART,2026-08-25T19:25:00+09:00,0,-4,0.0000,-4.0000,5339,1188.6667
M0001,3075,2026-08-25,pre_payout,75,BB,2026-08-25T19:29:00+09:00,59,87,98.3333,-11.3333,5398,1090.3333
M0001,3075,2026-08-25,post_payout,75,BB,2026-08-25T19:29:00+09:00,59,87,98.3333,-11.3333,5398,1177.3333
M0001,3075,2026-08-25,pre_payout,76,ART,2026-08-25T19:30:00+09:00,2,0,3.3333,-3.3333,5400,1174.0000
M0001,3075,2026-08-25,post_payout,76,ART,2026-08-25T19:30:00+09:00,2,0,3.3333,-3.3333,5400,1174.0000
M0001,3075,2026-08-25,pre_payout,77,BB,2026-08-25T19:31:00+09:00,5,181,8.3333,172.6667,5405,1165.6667
M0001,3075,2026-08-25,post_payout,77,BB,2026-08-25T19:31:00+09:00,5,181,8.3333,172.6667,5405,1346.6667
M0001,3075,2026-08-25,pre_payout,78,BB,2026-08-25T19:57:00+09:00,287,81,478.3333,-397.3333,5692,868.3333
M0001,3075,2026-08-25,post_payout,78,BB,2026-08-25T19:57:00+09:00,287,81,478.3333,-397.3333,5692,949.3333
M0001,3075,2026-08-25,pre_payout,79,ART,2026-08-25T19:58:00+09:00,0,-2,0.0000,-2.0000,5692,949.3333
M0001,3075,2026-08-25,post_payout,79,ART,2026-08-25T19:58:00+09:00,0,-2,0.0000,-2.0000,5692,947.3333
M0001,3075,2026-08-25,pre_payout,80,BB,2026-08-25T20:16:00+09:00,254,85,423.3333,-338.3333,5946,524.0000
M0001,3075,2026-08-25,post_payout,80,BB,2026-08-25T20:16:00+09:00,254,85,423.3333,-338.3333,5946,609.0000
M0001,3075,2026-08-25,pre_payout,81,ART,2026-08-25T20:17:00+09:00,1,-2,1.6667,-3.6667,5947,607.3333
M0001,3075,2026-08-25,post_payout,81,ART,2026-08-25T20:17:00+09:00,1,-2,1.6667,-3.6667,5947,605.3333
M0001,3075,2026-08-25,pre_payout,82,BB,2026-08-25T20:35:00+09:00,262,83,436.6667,-353.6667,6209,168.6667
M0001,3075,2026-08-25,post_payout,82,BB,2026-08-25T20:35:00+09:00,262,83,436.6667,-353.6667,6209,251.6667
M0001,3075,2026-08-25,pre_payout,83,ART,2026-08-25T20:36:00+09:00,1,-2,1.6667,-3.6667,6210,250.0000
M0001,3075,2026-08-25,post_payout,83,ART,2026-08-25T20:36:00+09:00,1,-2,1.6667,-3.6667,6210,248.0000
M0001,3075,2026-08-25,pre_payout,84,BB,2026-08-25T20:48:00+09:00,148,87,246.6667,-159.6667,6358,1.3333
M0001,3075,2026-08-25,post_payout,84,BB,2026-08-25T20:48:00+09:00,148,87,246.6667,-159.6667,6358,88.3333
M0001,3075,2026-08-25,pre_payout,85,ART,2026-08-25T20:49:00+09:00,1,-2,1.6667,-3.6667,6359,86.6667
M0001,3075,2026-08-25,post_payout,85,ART,2026-08-25T20:49:00+09:00,1,-2,1.6667,-3.6667,6359,84.6667
