store_id,model_id,machine_count,date_from,date_to,zone_150g,zone_250g,zone_450g,zone_650g,over_zone_650g,zone_1000g,over_3time_single,zone_special
100928,1,30,2026-08-12,2026-08-20,73,221,23,165,178,143,167,96
